,ENDO,GBM,BRCA,HNSCC,LUAD,OVARIAN,CCRCC
2135,,SHLD1,,HAUS1P3,TLR5,,
2136,,SIGLEC1,,HBP1,TLX3,,
2137,,SIGLEC10,,HCN1,TMCC2,,
2138,,SIGLEC11,,HEPACAM2,TMCO1,,
2139,,SIGLEC12,,HES1,TMED4,,
2140,,SIGLEC14,,HEY1,TMED9,,
2141,,SIGLEC5,,HGH1,TMEM106B,,
2142,,SIGLEC6,,HHLA1,TMEM164,,
2143,,SIGLEC7,,HIGD1AP18,TMEM183A,,
2144,,SIGLEC8,,HIGD1AP6,TMEM184A,,
2145,,SIGLEC9,,HINT1P2,TMEM185A,,
2146,,SIGLECL1,,HLTF,TMEM187,,
2147,,SIN3B,,HLTF-AS1,TMEM196,,
2148,,SIPA1L3,,HMCES,TMEM206,,
2149,,SIRPA,,HMGB1P19,TMEM249,,
2150,,SIRPB1,,HMGB1P30,TMEM255A,,
2151,,SIRPB2,,HMGB1P41,TMEM257,,
2152,,SIRPD,,HMGB1P46,TMEM260,,
2153,,SIRPG,,HMGB3P13,TMEM267,,
2154,,SIRT2,,HMGB3P14,TMEM30B,,
2155,,SIRT6,,HMGB3P21,TMEM31,,
2156,,SIX5,,HMGB3P3,TMEM55A,,
2157,,SKAP2,,HMGCS1,TMEM63A,,
2158,,SLA2,,HMGN1P10,TMEM64,,
2159,,SLC12A5,,HMGN1P8,TMEM65,,
2160,,SLC12A9,,HMGN1P9,TMEM67,,
2161,,SLC13A1,,HMGN2P13,TMEM68,,
2162,,SLC13A3,,HMGN2P25,TMEM70,,
2163,,SLC13A4,,HMGN2P26,TMEM71,,
2164,,SLC17A7,,HNF4G,TMEM74,,
2165,,SLC17A9,,HNRNPA1P20,TMEM78,,
2166,,SLC1A5,,HNRNPA1P24,TMEM79,,
2167,,SLC1A6,,HNRNPA1P36,TMEM81,,
2168,,SLC23A2,,HNRNPA1P38,TMEM9,,
2169,,SLC24A3,,HNRNPA1P4,TMLHE,,
2170,,SLC25A13,,HNRNPKP5,TMOD4,,
2171,,SLC25A23,,HPRT1P2,TMSB15A,,
2172,,SLC25A40,,HPS3,TMSB15B,,
2173,,SLC25A41,,HPYR1,TMX1,,
2174,,SLC25A42,,HRG,TNFAIP8L2,,
2175,,SLC26A3,,HSF1,TNFRSF11B,,
2176,,SLC26A4,,HSP90AA5P,TNFRSF6B,,
2177,,SLC26A5,,HSPA8P19,TNFSF18,,
2178,,SLC27A1,,HSPA8P9,TNFSF4,,
2179,,SLC27A5,,HSPD1P1,TNN,,
2180,,SLC29A4,,HSPD1P15,TNNI1,,
2181,,SLC2A10,,HSPE1P14,TNNT2,,
2182,,SLC2A4RG,,HTR3C,TNR,,
2183,,SLC32A1,,HTR3C2P,TNRC18,,
2184,,SLC35B4,,HTR3D,TNS3,,
2185,,SLC35C2,,HTR3E,TOGARAM1,,
2186,,SLC35E1,,HTR3E-AS1,TOMM20,,
2187,,SLC37A3,,IARS2P1,TOMM20L,,
2188,,SLC39A3,,ICE1,TOMM40L,,
2189,,SLC44A2,,IFITM8P,TOMM7,,
2190,,SLC4A11,,IFITM9P,TONSL,,
2191,,SLC4A2,,IFT122,TOP1MT,,
2192,,SLC52A3,,IFT22,TOR1AIP1,,
2193,,SLC5A5,,IFT80,TOR1AIP2,,
2194,,SLC6A16,,IGF2BP2,TOR3A,,
2195,,SLC7A10,,IGF2BP2-AS1,TOX,,
2196,,SLC7A9,,IGHMBP2,TP53BP2,,
2197,,SLC8A2,,IGLV8OR8-1,TP53INP1,,
2198,,SLC9A8,,IGSF10,TPD52,,
2199,,SLCO4A1,,IL12A,TPD52L2,,
2200,,SLPI,,IL12A-AS1,TPM3,,
2201,,SLX4IP,,IL18BP,TPPP,,
2202,,SMARCA4,,IL1RAP,TPR,,
2203,,SMARCD3,,IL20RB,TRA2A,,
2204,,SMG9,,IL20RB-AS1,TRAF3IP3,,
2205,,SMIM17,,IL7,TRAF5,,
2206,,SMIM24,,IL7R,TRAM1,,
2207,,SMIM26,,IMPA1,TRAPPC6B,,
2208,,SMIM30,,IMPA1P1,TRAPPC9,,
2209,,SMIM7,,IMPDH1P6,TREX2,,
2210,,SMKR1,,INHCAP,TRHR,,
2211,,SMO,,INPPL1,TRIB1,,
2212,,SMOX,,INTS6P1,TRIL,,
2213,,SMURF1,,INTS8,TRIM11,,
2214,,SNAI1,,IQANK1,TRIM17,,
2215,,SNAP25,,IQCG,TRIM41,,
2216,,SNAPC2,,IQCJ,TRIM46,,
2217,,SND1,,IQCJ-SCHIP1,TRIM55,,
2218,,SNPH,,IQCJ-SCHIP1-AS1,TRIM58,,
2219,,SNRNP70,,IRF5P1,TRIM67,,
2220,,SNRPA,,IRS3P,TRIM7,,
2221,,SNRPB,,IRX1,TRIM9,,
2222,,SNRPB2,,IRX2,TRIO,,
2223,,SNRPD2,,IRX4,TRIP13,,
2224,,SNTA1,,JCHAINP1,TRIQK,,
2225,,SNX10,,JPH1,TRMT12,,
2226,,SNX13,,JRK,TRMT1L,,
2227,,SNX21,,KC877373.1,TRMT5,,
2228,,SNX5,,KCNAB1,TROVE2,,
2229,,SNX8,,KCNAB1-AS1,TRPA1,,
2230,,SOGA1,,KCNAB1-AS2,TRPC5,,
2231,,SOSTDC1,,KCNB2,TRPC5OS,,
2232,,SOX12,,KCNK9,TRPS1,,
2233,,SOX18,,KCNMB2,TSACC,,
2234,,SP4,,KCNMB2-AS1,TSC22D3,,
2235,,SP8,,KCNMB3,TSEN15,,
2236,,SPACA4,,KCNQ3,TSNARE1,,
2237,,SPACA6,,KCNS2,TSNAX,,
2238,,SPAG4,,KCNV1,TSPAN13,,
2239,,SPAM1,,KCTD9P5,TSPAN17,,
2240,,SPATA2,,KDM2A,TSPYL5,,
2241,,SPATA25,,KHDRBS3,TSTA3,,
2242,,SPATA48,,KIF3AP1,TSTD1,,
2243,,SPC24,,KIFC2,TTC13,,
2244,,SPDYE1,,KLF10,TTC23L,,
2245,,SPDYE16,,KLF3P2,TTC24,,
2246,,SPDYE2,,KLF7P1,TTC33,,
2247,,SPDYE2B,,KLHL24,TTC6,,
2248,,SPDYE3,,KLHL38,TTPA,,
2249,,SPDYE5,,KLHL6,TTYH3,,
2250,,SPDYE6,,KLHL6-AS1,TUBB1,,
2251,,SPEF1,,KMT2E,TUFT1,,
2252,,SPHK2,,KMT2E-AS1,TWIST1,,
2253,,SPIB,,KMT5B,TWISTNB,,
2254,,SPINT2,,KNG1,TXNDC16,,
2255,,SPINT3,,KNOP1P5,TXNIP,,
2256,,SPINT4,,KPNA2P2,U82695.5,,
2257,,SPO11,,KPNA4,UAP1,,
2258,,SPPL2B,,KPNA7,UBAP2L,,
2259,,SPRED3,,KRIT1,UBE2A,,
2260,,SPTBN4,,KRT18P31,UBE2D4,,
2261,,SPTLC3,,KRT18P34,UBE2Q1,,
2262,,SRC,,KRT18P35,UBE2QL1,,
2263,,SRI,,KRT18P43,UBE2T,,
2264,,SRMS,,KRT18P56,UBE2W,,
2265,,SRPK2,,KRT8P12,UBL4A,,
2266,,SRRM3,,KRT8P13,UBQLN4,,
2267,,SRRM5,,KRT8P3,UBR5,,
2268,,SRRT,,KRT8P36,UBTD2,,
2269,,SRSF6,,KRT8P4,UBXN2B,,
2270,,SRXN1,,KRTAP5-10,UCHL5,,
2271,,SS18L1,,KRTAP5-11,UCK2,,
2272,,SSBP1,,KRTAP5-14P,UCKL1,,
2273,,SSBP4,,KRTAP5-7,UFC1,,
2274,,SSC4D,,KRTAP5-8,UGT3A1,,
2275,,SSC5D,,KRTAP5-9,UGT3A2,,
2276,,SSMEM1,,KY,UHMK1,,
2277,,SSPO,,LACTB2,UIMC1,,
2278,,SSTR4,,LACTB2-AS1,UMAD1,,
2279,,SSU72P8,,LAMB1,UNC5A,,
2280,,ST7,,LAMB4,UNCX,,
2281,,STAG3,,LAMP3,UPF3B,,
2282,,STAP2,,LAMTOR1,UPP1,,
2283,,STARD3NL,,LAMTOR4,UQCRB,,
2284,,STAU1,,LANCL2,URB2,,
2285,,STEAP1,,LAPTM4B,URGCP,,
2286,,STEAP1B,,LARP1BP2,USF1,,
2287,,STEAP2,,LARP7P4,USH2A,,
2288,,STEAP4,,LEKR1,USP21,,
2289,,STK11,,LHFPL3,USP26,,
2290,,STK17A,,LHFPL3-AS1,USP42,,
2291,,STK31,,LHFPL3-AS2,UTP14A,,
2292,,STK35,,LIFR,UTP23,,
2293,,STK4,,LIFR-AS1,VAMP4,,
2294,,STMN3,,LINC00051,VANGL2,,
2295,,STMP1,,LINC00251,VASH2,,
2296,,STRA8,,LINC00293,VBP1,,
2297,,STRIP2,,LINC00501,VCPIP1,,
2298,,STRN4,,LINC00534,VCPKMT,,
2299,,STX10,,LINC00535,VGLL1,,
2300,,STX16,,LINC00536,VHLL,,
2301,,STX16-NPEPL1,,LINC00578,VMA21,,
2302,,STX1A,,LINC00603,VOPP1,,
2303,,STXBP2,,LINC00604,VPS13B,,
2304,,STYXL1,,LINC00824,VPS28,,
2305,,SUGCT,,LINC00861,VPS41,,
2306,,SUGP1,,LINC00880,VPS45,,
2307,,SUGP2,,LINC00881,VPS72,,
2308,,SULF2,,LINC00884,VSIG1,,
2309,,SULT2A1,,LINC00885,VSIG8,,
2310,,SULT2B1,,LINC00886,VSTM2A,,
2311,,SUMF2,,LINC00887,VWC2,,
2312,,SUN1,,LINC00888,VWDE,,
2313,,SUN3,,LINC00964,WASHC5,,
2314,,SUN5,,LINC00967,WDHD1,,
2315,,SUPT5H,,LINC01004,WDR26,,
2316,,SVOPL,,LINC01007,WDR44,,
2317,,SWSAP1,,LINC01014,WDR64,,
2318,,SYCE2,,LINC01017,WDR70,,
2319,,SYCN,,LINC01018,WDR97,,
2320,,SYCP2,,LINC01019,WDYHV1,,
2321,,SYDE1,,LINC01020,WI2-2373I1.1,,
2322,,SYMPK,,LINC01030,WIPF3,,
2323,,SYNDIG1,,LINC01063,WIPI2,,
2324,,SYNE4,,LINC01100,WISP1,,
2325,,SYNGR4,,LINC01109,WNT3A,,
2326,,SYPL1,,LINC01111,WNT9A,,
2327,,SYS1,,LINC01151,WWP1,,
2328,,SYS1-DBNDD2,,LINC01181,XCL1,,
2329,,SYT3,,LINC01192,XCL2,,
2330,,SYT5,,LINC01194,XIAP,,
2331,,TAC1,,LINC01206,XKR4,,
2332,,TAF4,,LINC01208,XKR9,,
2333,,TAF6,,LINC01209,XPNPEP2,,
2334,,TARM1,,LINC01210,XPR1,,
2335,,TAS2R16,,LINC01213,XX-FW81066F1.2,,
2336,,TAS2R3,,LINC01214,YAE1D1,,
2337,,TAS2R38,,LINC01289,YKT6,,
2338,,TAS2R39,,LINC01298,YOD1,,
2339,,TAS2R4,,LINC01299,YTHDF1,,
2340,,TAS2R40,,LINC01300,YTHDF3,,
2341,,TAS2R41,,LINC01322,YWHAZ,,
2342,,TAS2R5,,LINC01323,YY1AP1,,
2343,,TAS2R60,,LINC01324,ZBED6,,
2344,,TASP1,,LINC01326,ZBTB10,,
2345,,TAX1BP1,,LINC01327,ZBTB18,,
2346,,TBC1D17,,LINC01391,ZBTB33,,
2347,,TBC1D20,,LINC01414,ZBTB37,,
2348,,TBCB,,LINC01419,ZBTB41,,
2349,,TBL2,,LINC01445,ZBTB46,,
2350,,TBRG4,,LINC01487,ZBTB7B,,
2351,,TBX20,,LINC01488,ZC2HC1A,,
2352,,TBXA2R,,LINC01511,ZC3H11A,,
2353,,TBXAS1,,LINC01513,ZC3H11B,,
2354,,TCAF1,,LINC01537,ZC3H3,,
2355,,TCAF2,,LINC01591,ZCCHC12,,
2356,,TCAF2C,,LINC01592,ZCCHC16,,
2357,,TCEA2,,LINC01603,ZCCHC18,,
2358,,TCF15,,LINC01607,ZDHHC11,,
2359,,TCF3,,LINC01608,ZDHHC11B,,
2360,,TCFL5,,LINC01609,ZDHHC4,,
2361,,TDRD12,,LINC01839,ZDHHC9,,
2362,,TEAD2,,LINC01840,ZFAND1,,
2363,,TECPR1,,LINC01968,ZFAND2A,,
2364,,TECR,,LINC01972,ZFAT,,
2365,,TES,,LINC01983,ZFHX4,,
2366,,TEX101,,LINC01991,ZFP41,,
2367,,TEX45,,LINC01994,ZFP92,,
2368,,TEX47,,LINC01995,ZFPM2,,
2369,,TFAP2C,,LINC01997,ZFR,,
2370,,TFEC,,LINC01998,ZGPAT,,
2371,,TFPI2,,LINC02000,ZHX1,,
2372,,TFPT,,LINC02004,ZHX2,,
2373,,TFR2,,LINC02006,ZIC3,,
2374,,TGFB1,,LINC02010,ZMAT1,,
2375,,TGFBR3L,,LINC02012,ZMIZ2,,
2376,,TGIF2,,LINC02013,ZNF12,,
2377,,TGIF2-RAB5IF,,LINC02015,ZNF124,,
2378,,TGM2,,LINC02020,ZNF131,,
2379,,TGM3,,LINC02023,ZNF16,,
2380,,TGM6,,LINC02026,ZNF185,,
2381,,THAP5,,LINC02028,ZNF217,,
2382,,THAP8,,LINC02029,ZNF250,,
2383,,THBD,,LINC02031,ZNF251,,
2384,,THEG,,LINC02032,ZNF275,,
2385,,THOP1,,LINC02036,ZNF280C,,
2386,,THSD7A,,LINC02037,ZNF281,,
2387,,THSD8,,LINC02038,ZNF316,,
2388,,TICAM1,,LINC02041,ZNF34,,
2389,,TIMM13,,LINC02043,ZNF346,,
2390,,TIMM29,,LINC02045,ZNF449,,
2391,,TIMM44,,LINC02046,ZNF479,,
2392,,TIMM50,,LINC02048,ZNF496,,
2393,,TINCR,,LINC02051,ZNF512B,,
2394,,TJP3,,LINC02052,ZNF517,,
2395,,TLDC2,,LINC02053,ZNF572,,
2396,,TLE2,,LINC02054,ZNF622,,
2397,,TLE6,,LINC02055,ZNF623,,
2398,,TM6SF2,,LINC02061,ZNF648,,
2399,,TM9SF4,,LINC02063,ZNF669,,
2400,,TMC2,,LINC02064,ZNF670,,
2401,,TMC4,,LINC02066,ZNF672,,
2402,,TMED1,,LINC02067,ZNF678,,
2403,,TMED4,,LINC02068,ZNF687,,
2404,,TMEM106B,,LINC02069,ZNF692,,
2405,,TMEM120A,,LINC02082,ZNF695,,
2406,,TMEM130,,LINC02100,ZNF696,,
2407,,TMEM139,,LINC02102,ZNF7,,
2408,,TMEM140,,LINC02103,ZNF704,,
2409,,TMEM143,,LINC02104,ZNF706,,
2410,,TMEM145,,LINC02109,ZNF707,,
2411,,TMEM147,,LINC02110,ZNF713,,
2412,,TMEM150B,,LINC02111,ZNF716,,
2413,,TMEM160,,LINC02112,ZNF75D,,
2414,,TMEM161A,,LINC02114,ZNF831,,
2415,,TMEM168,,LINC02116,ZNF853,,
2416,,TMEM176A,,LINC02117,ZNRF2,,
2417,,TMEM176B,,LINC02119,ZP4,,
2418,,TMEM178B,,LINC02120,ZPBP,,
2419,,TMEM184A,,LINC02121,,,
2420,,TMEM189,,LINC02123,,,
2421,,TMEM189-UBE2V1,,LINC02142,,,
2422,,TMEM190,,LINC02145,,,
2423,,TMEM196,,LINC02146,,,
2424,,TMEM205,,LINC02149,,,
2425,,TMEM209,,LINC02150,,,
2426,,TMEM213,,LINC02155,,,
2427,,TMEM221,,LINC02160,,,
2428,,TMEM225B,,LINC02162,,,
2429,,TMEM229A,,LINC02196,,,
2430,,TMEM230,,LINC02199,,,
2431,,TMEM238,,LINC02211,,,
2432,,TMEM239,,LINC02212,,,
2433,,TMEM243,,LINC02213,,,
2434,,TMEM248,,LINC02217,,,
2435,,TMEM259,,LINC02218,,,
2436,,TMEM270,,LINC02220,,,
2437,,TMEM38A,,LINC02221,,,
2438,,TMEM59L,,LINC02223,,,
2439,,TMEM60,,LINC02224,,,
2440,,TMEM74B,,LINC02226,,,
2441,,TMEM86B,,LINC02228,,,
2442,,TMEM91,,LINC02235,,,
2443,,TMIGD2,,LINC02236,,,
2444,,TMPRSS9,,LINC02237,,,
2445,,TMSB4Y,,LINC02239,,,
2446,,TMUB1,,LINC02241,,,
2447,,TMX4,,LINC02584,,,
2448,,TNFAIP8L1,,LINC02599,,,
2449,,TNFRSF6B,,LINC02605,,,
2450,,TNFSF14,,LINC02618,,,
2451,,TNFSF9,,LIPH,,,
2452,,TNNC2,,LMBRD2,,,
2453,,TNNI3,,LMLN,,,
2454,,TNNT1,,LMLN-AS1,,,
2455,,TNPO2,,LMTK2,,,
2456,,TNPO3,,LNCOC1,,,
2457,,TNRC18,,LNCPRESS1,,,
2458,,TNS3,,LNCSRLR,,,
2459,,TOMM34,,LPCAT1,,,
2460,,TOMM40,,LPP,,,
2461,,TOMM7,,LPP-AS1,,,
2462,,TOP1,,LPP-AS2,,,
2463,,TOX2,,LRATD2,,,
2464,,TP53INP2,,LRCH3,,,
2465,,TP53RK,,LRCH4,,,
2466,,TP53TG5,,LRFN4,,,
2467,,TPD52L2,,LRP12,,,
2468,,TPGS1,,LRP5,,,
2469,,TPK1,,LRRC14,,,
2470,,TPM4,,LRRC14B,,,
2471,,TPRX1,,LRRC15,,,
2472,,TPST1,,LRRC17,,,
2473,,TPX2,,LRRC24,,,
2474,,TRA2A,,LRRC31,,,
2475,,TRAPPC2B,,LRRC34,,,
2476,,TRAPPC5,,LRRC6,,,
2477,,TRAPPC6A,,LRRC69,,,
2478,,TRIB3,,LRRC77P,,,
2479,,TRIL,,LRRCC1,,,
2480,,TRIM24,,LRRD1,,,
2481,,TRIM28,,LRRFIP1P1,,,
2482,,TRIM4,,LRRIQ4,,,
2483,,TRIM50,,LRTOMT,,,
2484,,TRIM56,,LRWD1,,,
2485,,TRIM73,,LSG1,,,
2486,,TRIM74,,LSINCT5,,,
2487,,TRIP10,,LSP1P3,,,
2488,,TRIP6,,LTO1,,,
2489,,TRIR,,LXN,,,
2490,,TRMT1,,LY6D,,,
2491,,TRMT6,,LY6E,,,
2492,,TRPC4AP,,LY6E-DT,,,
2493,,TRPM4,,LY6H,,,
2494,,TRPV5,,LY6K,,,
2495,,TRPV6,,LY6L,,,
2496,,TRRAP,,LY96,,,
2497,,TSC22D4,,LYNX1,,,
2498,,TSEN34,,LYNX1-SLURP2,,,
2499,,TSFM,,LYPD2,,,
2500,,TSGA13,,MAF1,,,
2501,,TSHZ2,,MAFA,,,
2502,,TSHZ3,,MAFA-AS1,,,
2503,,TSKS,,MAGEF1,,,
2504,,TSPAN12,,MAL2,,,
2505,,TSPAN13,,MAL2-AS1,,,
2506,,TSPAN16,,MAP11,,,
2507,,TSPAN31,,MAP3K13,,,
2508,,TSPAN33,,MAP6D1,,,
2509,,TSSK6,,MAPK15,,,
2510,,TTC26,,MAPK6P4,,,
2511,,TTC9B,,MAPK6P5,,,
2512,,TTI1,,MAPRE1P1,,,
2513,,TTLL9,,MARCH11,,,
2514,,TTPAL,,MARCH6,,,
2515,,TTYH1,,MARK2P10,,,
2516,,TTYH3,,MARK2P5,,,
2517,,TUBB1,,MASP1,,,
2518,,TUBB4A,,MATN2,,,
2519,,TULP2,,MB21D2,,,
2520,,TWIST1,,MBD4,,,
2521,,TWISTNB,,MBLAC1,,,
2522,,TYK2,,MBNL1,,,
2523,,TYROBP,,MBNL1-AS1,,,
2524,,TYW1,,MCCC1,,,
2525,,TYW1B,,MCCC1-AS1,,,
2526,,U2AF1L4,,MCF2L2,,,
2527,,U2AF2,,MCM2,,,
2528,,UBA2,,MCM4,,,
2529,,UBA52,,MCM7,,,
2530,,UBE2C,,MCMDC2,,,
2531,,UBE2D4,,MCUR1P2,,,
2532,,UBE2H,,MECOM,,,
2533,,UBE2M,,MED10,,,
2534,,UBE2S,,MED12L,,,
2535,,UBE2V1,,MED28P2,,,
2536,,UBE3C,,MED30,,,
2537,,UBL5,,MELTF,,,
2538,,UBN2,,MELTF-AS1,,,
2539,,UBOX5,,MEMO1P3,,,
2540,,UBXN6,,MEPCE,,,
2541,,UCKL1,,METTL15P1,,,
2542,,UFSP1,,MFN1,,,
2543,,UHRF1,,MFSD1,,,
2544,,UMAD1,,MFSD3,,,
2545,,UNC13A,,MINCR,,,
2546,,UNCX,,MINDY4B,,,
2547,,UPF1,,MIOXP1,,,
2548,,UPK1A,,MIR106B,,,
2549,,UPK3B,,MIR1204,,,
2550,,UPK3BL1,,MIR1205,,,
2551,,UPP1,,MIR1206,,,
2552,,UQCC1,,MIR1207,,,
2553,,UQCR11,,MIR1208,,,
2554,,UQCRFS1,,MIR1224,,,
2555,,URGCP,,MIR1234,,,
2556,,URGCP-MRPS24,,MIR124-2,,,
2557,,URI1,,MIR124-2HG,,,
2558,,USE1,,MIR1248,,,
2559,,USF2,,MIR1263,,,
2560,,USHBP1,,MIR1285-1,,,
2561,,USP29,,MIR1302-7,,,
2562,,USP42,,MIR139,,,
2563,,USP9Y,,MIR151A,,,
2564,,UTY,,MIR15B,,,
2565,,VAPB,,MIR16-2,,,
2566,,VASP,,MIR2052,,,
2567,,VAV1,,MIR2052HG,,,
2568,,VCY,,MIR2053,,,
2569,,VCY1B,,MIR25,,,
2570,,VGF,,MIR28,,,
2571,,VIPR2,,MIR30B,,,
2572,,VKORC1L1,,MIR30D,,,
2573,,VMAC,,MIR3137,,,
2574,,VN1R1,,MIR3149,,,
2575,,VN1R2,,MIR3150A,,,
2576,,VN1R4,,MIR3150B,,,
2577,,VOPP1,,MIR3150BHG,,,
2578,,VPS16,,MIR3151,,,
2579,,VPS37D,,MIR3163,,,
2580,,VPS41,,MIR3164,,,
2581,,VPS50,,MIR3165,,,
2582,,VRK3,,MIR3609,,,
2583,,VSIG10L,,MIR3610,,,
2584,,VSTM1,,MIR3650,,,
2585,,VSTM2A,,MIR3664,,,
2586,,VSTM2B,,MIR3686,,,
2587,,VSTM2L,,MIR378D2,,,
2588,,VSX1,,MIR378D2HG,,,
2589,,VWC2,,MIR3919,,,
2590,,VWDE,,MIR4277,,,
2591,,WASL,,MIR4278,,,
2592,,WDR18,,MIR4279,,,
2593,,WDR60,,MIR4285,,,
2594,,WDR62,,MIR4448,,,
2595,,WDR83,,MIR4456,,,
2596,,WDR83OS,,MIR4457,,,
2597,,WDR86,,MIR4458,,,
2598,,WDR87,,MIR4458HG,,,
2599,,WDR88,,MIR4467,,,
2600,,WDR91,,MIR4470,,,
2601,,WEE2,,MIR4471,,,
2602,,WFDC10A,,MIR4472-1,,,
2603,,WFDC10B,,MIR4635,,,
2604,,WFDC11,,MIR4636,,,
2605,,WFDC12,,MIR4637,,,
2606,,WFDC13,,MIR4652,,,
2607,,WFDC2,,MIR4653,,,
2608,,WFDC3,,MIR4658,,,
2609,,WFDC5,,MIR4661,,,
2610,,WFDC6,,MIR4662A,,,
2611,,WFDC8,,MIR4662B,,,
2612,,WFDC9,,MIR4663,,,
2613,,WIPF3,,MIR4664,,,
2614,,WIPI2,,MIR4691,,,
2615,,WISP2,,MIR4692,,,
2616,,WIZ,,MIR4788,,,
2617,,WNT16,,MIR4789,,,
2618,,WNT2,,MIR4797,,,
2619,,WTIP,,MIR489,,,
2620,,XAB2,,MIR5090,,,
2621,,XKR7,,MIR5186,,,
2622,,XRCC1,,MIR5194,,,
2623,,XRCC2,,MIR548A3,,,
2624,,XRN2,,MIR548AA1,,,
2625,,YAE1,,MIR548AQ,,,
2626,,YIF1B,,MIR548AZ,,,
2627,,YIPF2,,MIR548D1,,,
2628,,YJEFN3,,MIR548K,,,
2629,,YJU2,,MIR548O,,,
2630,,YKT6,,MIR551B,,,
2631,,YTHDF1,,MIR5588,,,
2632,,YWHAB,,MIR5680,,,
2633,,YWHAG,,MIR5681A,,,
2634,,Z98752.3,,MIR5681B,,,
2635,,ZAN,,MIR569,,,
2636,,ZBED6CL,,MIR5692A1,,,
2637,,ZBP1,,MIR5692C2,,,
2638,,ZBTB32,,MIR570,,,
2639,,ZBTB45,,MIR5704,,,
2640,,ZBTB46,,MIR5708,,,
2641,,ZBTB7A,,MIR579,,,
2642,,ZC3H4,,MIR580,,,
2643,,ZC3HAV1,,MIR591,,,
2644,,ZC3HAV1L,,MIR599,,,
2645,,ZC3HC1,,MIR6075,,,
2646,,ZCCHC3,,MIR6131,,,
2647,,ZCWPW1,,MIR653,,,
2648,,ZDHHC4,,MIR661,,,
2649,,ZFAND2A,,MIR6752,,,
2650,,ZFP14,,MIR6753,,,
2651,,ZFP28,,MIR6754,,,
2652,,ZFP30,,MIR6825,,,
2653,,ZFP36,,MIR6826,,,
2654,,ZFP64,,MIR6827,,,
2655,,ZFP82,,MIR6828,,,
2656,,ZFR2,,MIR6829,,,
2657,,ZGLP1,,MIR6840,,,
2658,,ZGPAT,,MIR6844,,,
2659,,ZHX3,,MIR6845,,,
2660,,ZIK1,,MIR6846,,,
2661,,ZIM2,,MIR6847,,,
2662,,ZIM3,,MIR6848,,,
2663,,ZKSCAN1,,MIR6849,,,
2664,,ZKSCAN5,,MIR6850,,,
2665,,ZMIZ2,,MIR6860,,,
2666,,ZMYND8,,MIR6875,,,
2667,,ZNF100,,MIR6893,,,
2668,,ZNF101,,MIR7112,,,
2669,,ZNF107,,MIR7113,,,
2670,,ZNF112,,MIR7705,,,
2671,,ZNF114,,MIR7848,,,
2672,,ZNF117,,MIR7976,,,
2673,,ZNF12,,MIR7977,,,
2674,,ZNF121,,MIR8084,,,
2675,,ZNF132,,MIR875,,,
2676,,ZNF133,,MIR887,,,
2677,,ZNF134,,MIR922,,,
2678,,ZNF135,,MIR93,,,
2679,,ZNF136,,MIR937,,,
2680,,ZNF138,,MIR939,,,
2681,,ZNF14,,MIR944,,,
2682,,ZNF146,,MLF1,,,
2683,,ZNF154,,MME,,,
2684,,ZNF155,,MME-AS1,,,
2685,,ZNF160,,MMP16,,,
2686,,ZNF17,,MOGAT3,,,
2687,,ZNF175,,MOSPD3,,,
2688,,ZNF177,,MRAS,,,
2689,,ZNF180,,MRE11P1,,,
2690,,ZNF181,,MRGPRD,,,
2691,,ZNF20,,MRGPRF,,,
2692,,ZNF208,,MRGPRF-AS1,,,
2693,,ZNF211,,MROH1,,,
2694,,ZNF212,,MROH2B,,,
2695,,ZNF217,,MROH4P,,,
2696,,ZNF221,,MROH5,,,
2697,,ZNF222,,MROH6,,,
2698,,ZNF223,,MRPL11,,,
2699,,ZNF224,,MRPL13,,,
2700,,ZNF225,,MRPL21,,,
2701,,ZNF226,,MRPL3,,,
2702,,ZNF227,,MRPL36,,,
2703,,ZNF229,,MRPL42P6,,,
2704,,ZNF230,,MRPL47,,,
2705,,ZNF233,,MRPL57P7,,,
2706,,ZNF234,,MRPL9P1,,,
2707,,ZNF235,,MRPS16P1,,,
2708,,ZNF253,,MRPS17,,,
2709,,ZNF254,,MRPS22,,,
2710,,ZNF256,,MRPS28,,,
2711,,ZNF257,,MRPS30,,,
2712,,ZNF260,,MRPS30-DT,,,
2713,,ZNF264,,MRPS36P3,,,
2714,,ZNF266,,MSC,,,
2715,,ZNF273,,MSC-AS1,,,
2716,,ZNF274,,MSL2,,,
2717,,ZNF277,,MSNP1,,,
2718,,ZNF28,,MTAPP1,,,
2719,,ZNF282,,MTAPP2,,,
2720,,ZNF283,,MTATP6P1,,,
2721,,ZNF284,,MTATP8P1,,,
2722,,ZNF285,,MTBP,,,
2723,,ZNF296,,MTCO1P12,,,
2724,,ZNF3,,MTCO1P30,,,
2725,,ZNF30,,MTCO1P31,,,
2726,,ZNF302,,MTCO1P4,,,
2727,,ZNF304,,MTCO1P47,,,
2728,,ZNF316,,MTCO1P49,,,
2729,,ZNF317,,MTCO2P12,,,
2730,,ZNF320,,MTCO2P30,,,
2731,,ZNF324,,MTCO2P32,,,
2732,,ZNF324B,,MTCO2P4,,,
2733,,ZNF329,,MTCO3P12,,,
2734,,ZNF331,,MTCO3P38,,,
2735,,ZNF333,,MTCYBP20,,,
2736,,ZNF334,,MTCYBP37,,,
2737,,ZNF335,,MTDH,,,
2738,,ZNF337,,MTERF1,,,
